     time        p1         p2         p3         p4         p5         p6  
     5.010    0.00034    0.00113   -0.00119    0.00044    0.00613    0.01807
     5.020    0.00035    0.00117   -0.00106    0.00036    0.00622    0.01755
     5.030    0.00036    0.00120   -0.00094    0.00028    0.00626    0.01695
     5.040    0.00036    0.00123   -0.00082    0.00018    0.00627    0.01627
     5.050    0.00037    0.00126   -0.00070    0.00008    0.00623    0.01551
     5.060    0.00037    0.00128   -0.00058   -0.00004    0.00615    0.01469
     5.070    0.00037    0.00130   -0.00047   -0.00016    0.00602    0.01380
     5.080    0.00037    0.00132   -0.00035   -0.00029    0.00587    0.01286
     5.090    0.00037    0.00133   -0.00024   -0.00042    0.00567    0.01186
     5.100    0.00037    0.00134   -0.00013   -0.00056    0.00543    0.01081
     5.110    0.00037    0.00134   -0.00002   -0.00071    0.00517    0.00973
     5.120    0.00036    0.00135    0.00008   -0.00085    0.00487    0.00861
     5.130    0.00036    0.00135    0.00019   -0.00100    0.00453    0.00746
     5.140    0.00035    0.00135    0.00028   -0.00115    0.00417    0.00628
     5.150    0.00035    0.00134    0.00038   -0.00130    0.00378    0.00509
     5.160    0.00034    0.00134    0.00047   -0.00145    0.00337    0.00389
     5.170    0.00034    0.00134    0.00055   -0.00160    0.00294    0.00269
     5.180    0.00033    0.00133    0.00063   -0.00174    0.00249    0.00148
     5.190    0.00033    0.00132    0.00071   -0.00188    0.00202    0.00029
     5.200    0.00032    0.00132    0.00078   -0.00202    0.00154   -0.00089
     5.210    0.00032    0.00131    0.00085   -0.00215    0.00105   -0.00205
     5.220    0.00031    0.00130    0.00091   -0.00227    0.00055   -0.00318
     5.230    0.00031    0.00129    0.00097   -0.00239    0.00005   -0.00428
     5.240    0.00031    0.00128    0.00103   -0.00250   -0.00046   -0.00534
     5.250    0.00031    0.00127    0.00107   -0.00259   -0.00097   -0.00636
     5.260    0.00031    0.00127    0.00112   -0.00268   -0.00147   -0.00734
     5.270    0.00031    0.00126    0.00116   -0.00276   -0.00197   -0.00826
     5.280    0.00031    0.00125    0.00119   -0.00283   -0.00246   -0.00913
     5.290    0.00031    0.00124    0.00122   -0.00289   -0.00294   -0.00994
     5.300    0.00031    0.00123    0.00125   -0.00294   -0.00341   -0.01069
     5.310    0.00032    0.00122    0.00127   -0.00298   -0.00386   -0.01137
     5.320    0.00033    0.00121    0.00128   -0.00301   -0.00429   -0.01198
     5.330    0.00034    0.00121    0.00129   -0.00302   -0.00471   -0.01253
     5.340    0.00035    0.00120    0.00130   -0.00302   -0.00510   -0.01301
     5.350    0.00036    0.00119    0.00130   -0.00301   -0.00547   -0.01341
     5.360    0.00038    0.00118    0.00130   -0.00299   -0.00581   -0.01375
     5.370    0.00040    0.00116    0.00129   -0.00296   -0.00613   -0.01400
     5.380    0.00042    0.00115    0.00128   -0.00292   -0.00642   -0.01419
     5.390    0.00044    0.00114    0.00126   -0.00287   -0.00669   -0.01430
     5.400    0.00046    0.00112    0.00125   -0.00281   -0.00692   -0.01434
     5.410    0.00049    0.00111    0.00122   -0.00273   -0.00712   -0.01431
     5.420    0.00052    0.00109    0.00120   -0.00265   -0.00730   -0.01420
     5.430    0.00055    0.00107    0.00117   -0.00256   -0.00744   -0.01403
     5.440    0.00058    0.00105    0.00114   -0.00246   -0.00755   -0.01379
     5.450    0.00061    0.00103    0.00110   -0.00235   -0.00763   -0.01349
     5.460    0.00064    0.00101    0.00106   -0.00224   -0.00767   -0.01312
     5.470    0.00068    0.00098    0.00102   -0.00212   -0.00769   -0.01270
     5.480    0.00071    0.00096    0.00098   -0.00199   -0.00767   -0.01221
     5.490    0.00075    0.00093    0.00093   -0.00186   -0.00763   -0.01168
     5.500    0.00079    0.00090    0.00089   -0.00173   -0.00756   -0.01109
     5.510    0.00082    0.00087    0.00084   -0.00159   -0.00745   -0.01046
     5.520    0.00086    0.00083    0.00078   -0.00145   -0.00732   -0.00979
     5.530    0.00090    0.00080    0.00073   -0.00130   -0.00717   -0.00908
     5.540    0.00094    0.00076    0.00068   -0.00116   -0.00699   -0.00833
     5.550    0.00097    0.00072    0.00062   -0.00101   -0.00678   -0.00756
     5.560    0.00101    0.00068    0.00056   -0.00087   -0.00655   -0.00676
     5.570    0.00105    0.00063    0.00051   -0.00073   -0.00631   -0.00594
     5.580    0.00109    0.00059    0.00045   -0.00059   -0.00604   -0.00510
     5.590    0.00112    0.00055    0.00039   -0.00045   -0.00575   -0.00425
     5.600    0.00116    0.00050    0.00033   -0.00031   -0.00545   -0.00340
